ID,PIN,Address,Managing Organization,Property Status,Date of Acquisition,Sq. Ft.,Ward,Community Area Number,Community Area Name,Zoning Classification,Last Update,Latitude,Longitude,Location
12210,17-19-110-008-0000,1319 S HEATH AVE,None,Owned by City,4/2/69,0,28,28,NEAR WEST SIDE,RS-3,5/8/24,41.8642412,-87.6841004,"(41.864241216809084, -87.68410044442108)"
17060,20-17-407-031-0000,5948 S HALSTED ST,None,Owned by City,4/17/69,0,16,68,ENGLEWOOD,B2-2,5/8/24,41.7855762,-87.6450784,"(41.78557617665103, -87.64507840192715)"
9613,16-14-426-021-0000,3558 W ROOSEVELT RD,DPD Planning,Owned by City,4/21/69,0,24,29,NORTH LAWNDALE,M1-1,5/8/24,41.8665986,-87.7152592,"(41.86659857250127, -87.71525921050203)"
14617,20-03-314-017-0000,4500 S INDIANA AVE,None,Owned by City,4/22/69,0,3,38,GRAND BOULEVARD,RM-5,5/8/24,41.8129438,-87.6217903,"(41.81294380742837, -87.62179027820822)"
9685,16-14-215-008-0000,3441 W FIFTH AVE,None,Owned by City,4/29/69,0,28,27,EAST GARFIELD PARK,PD 267,5/8/24,41.8768918,-87.7126229,"(41.87689179563804, -87.71262294225642)"
12996,16-24-206-048-0000,1252 S FAIRFIELD AVE,None,Sold,5/27/69,3316,28,29,NORTH LAWNDALE,RT-4,3/14/24,41.8649217,-87.6949533,"(41.86492170716077, -87.69495330351242)"
50635,16-12-306-028-0000,2946 W FULTON ST,None,Owned by City,5/29/69,0,27,27,EAST GARFIELD PARK,RT-4,5/8/24,41.886827,-87.70078,"(41.88682702920143, -87.70077997694516)"
62512,20-16-206-077-0000,5634 S LAFAYETTE AVE,None,Owned by City,6/2/69,0,20,40,WASHINGTON PARK,RS-3,5/8/24,41.7918681,-87.627021,"(41.791868081490954, -87.6270209584062)"
15461,17-34-306-031-0000,3650 S WABASH AVE,None,Sold,6/17/69,0,3,35,DOUGLAS,RM-5,3/14/24,41.8280955,-87.625395,"(41.82809554870884, -87.62539499157417)"
58702,16-13-325-029-0000,1128 S ALBANY AVE,None,Owned by City,6/17/69,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8673964,-87.7036087,"(41.867396428842774, -87.70360866669695)"
11330,16-12-427-028-0000,2618 W MADISON ST,DPD - Planning,Owned by City,6/23/69,0,27,28,NEAR WEST SIDE,C2-2,5/8/24,41.8813793,-87.6919193,"(41.8813793189552, -87.6919192828301)"
58518,16-23-413-010-0000,3227 W OGDEN AVE,AIS,Owned by City,6/24/69,0,24,29,NORTH LAWNDALE,PD 833,3/14/24,41.8571161,-87.7063891,"(41.85711606244985, -87.70638907580333)"
22313,26-06-202-002-0000,8705 S EXCHANGE AVE,None,Owned by City,7/1/69,0,10,46,SOUTH CHICAGO,B3-2,5/8/24,41.737137,-87.5524115,"(41.73713700078711, -87.5524114910826)"
66542,16-23-209-019-0000,1324 S HOMAN AVE,CBB Round 1,Owned by City,7/9/69,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8637693,-87.710772,"(41.86376931144425, -87.71077195593922)"
63191,20-03-405-009-0000,4327 S LANGLEY AVE,DOH,Owned by City,7/22/69,0,4,38,GRAND BOULEVARD,RT-4,5/20/24,41.815994,-87.6088036,"(41.81599401050442, -87.60880363323491)"
63251,20-09-416-085-0000,313 W 53RD ST,CBB Round 1,Owned by City,8/5/69,0,20,37,FULLER PARK,RS-3,5/8/24,41.7980018,-87.6336617,"(41.79800182212344, -87.63366168796452)"
63412,20-20-430-001-0000,7005 S PEORIA ST,None,Owned by City,8/6/69,0,16,68,ENGLEWOOD,RT-4,5/8/24,41.7668197,-87.6465403,"(41.76681969987748, -87.64654025144793)"
34017,20-09-401-006-0000,315 W 51ST PL,None,Owned by City,8/6/69,0,20,37,FULLER PARK,RS-3,5/8/24,41.8006263,-87.6338288,"(41.800626320814835, -87.63382883191872)"
66441,17-19-205-023-0000,1230 S WOOD ST,None,Owned by City,8/6/69,0,28,28,NEAR WEST SIDE,PD 30,5/8/24,41.8657204,-87.6716185,"(41.86572043409476, -87.67161851307947)"
58389,16-13-113-028-0000,210 S ALBANY AVE,None,Owned by City,8/6/69,0,28,27,EAST GARFIELD PARK,RT-4,5/8/24,41.8778603,-87.7039334,"(41.877860337049334, -87.70393340124079)"
58508,16-11-412-052-0000,3238 W MAYPOLE AVE,None,Owned by City,8/6/69,0,28,27,EAST GARFIELD PARK,RM-5,5/8/24,41.8838567,-87.7077062,"(41.88385674394558, -87.70770618020458)"
58520,16-14-206-003-0000,3357 W MONROE ST,None,Sold,8/12/69,0,28,27,EAST GARFIELD PARK,RM-5,3/14/24,41.8793168,-87.710603,"(41.87931681785915, -87.71060300868359)"
36821,20-09-416-065-0000,5418 S PRINCETON AVE,None,Owned by City,8/28/69,0,20,37,FULLER PARK,RS-3,5/8/24,41.7956938,-87.6334058,"(41.79569382040337, -87.63340580904)"
50759,13-26-408-025-0000,2631 N MILWAUKEE AVE,CDOT,Owned by City,9/10/69,0,35,22,LOGAN SQUARE,B3-3,3/14/24,41.9297949,-87.7080291,"(41.92979486241729, -87.70802912303556)"
50950,26-06-419-028-0000,9370 S BRANDON AVE,None,Sold,9/20/69,0,10,46,SOUTH CHICAGO,RS-2,3/14/24,41.7257767,-87.5471836,"(41.725776746313166, -87.5471836419813)"
58659,16-22-211-046-0000,1357 S TRIPP AVE,None,Owned by City,9/23/69,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8626297,-87.7308354,"(41.86262965483673, -87.73083540507639)"
34854,16-22-221-024-0000,1400 S KOMENSKY AVE,CBB Round 1,Owned by City,9/25/69,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8623752,-87.726637,"(41.8623752274098, -87.72663702159254)"
10948,16-13-114-001-0000,3065 W FIFTH AVE,None,Owned by City,9/26/69,0,28,27,EAST GARFIELD PARK,C1-2,5/8/24,41.8787927,-87.7034993,"(41.878792702826104, -87.7034993259294)"
34998,26-05-108-036-0000,3240 E 91ST ST,None,Owned by City,9/29/69,0,10,46,SOUTH CHICAGO,RS-2,5/8/24,41.7304426,-87.5453183,"(41.73044258992675, -87.54531828153169)"
23473,26-05-109-006-0000,9017 S BUFFALO AVE,None,Owned by City,11/17/69,0,10,46,SOUTH CHICAGO,RS-2,5/8/24,41.7314235,-87.5439203,"(41.73142354948079, -87.54392025850825)"
58739,16-13-325-027-0000,1122 S ALBANY AVE,CBB Round 1,Owned by City,11/17/69,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8675337,-87.703613,"(41.86753366168521, -87.70361300827523)"
66557,16-23-403-028-0000,1618 S HOMAN AVE,None,Owned by City,11/18/69,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8583849,-87.7106631,"(41.85838485401351, -87.71066311131305)"
18521,20-09-416-047-0000,5328 S PRINCETON AVE,None,Owned by City,12/4/69,0,20,37,FULLER PARK,RS-3,5/8/24,41.7972424,-87.6334315,"(41.797242368726764, -87.63343145372734)"
22690,26-06-218-026-0000,8912 S BALTIMORE AVE,None,Owned by City,12/17/69,0,10,46,SOUTH CHICAGO,RT-4,5/8/24,41.7332566,-87.5489553,"(41.7332566378315, -87.54895532040113)"
35131,17-33-118-013-0000,3435 S HALSTED ST,None,Owned by City,1/16/70,0,11,60,BRIDGEPORT,B1-3,5/8/24,41.8315151,-87.6457706,"(41.83151505330874, -87.64577063294058)"
58528,17-19-107-023-0000,2059 W WASHBURNE AVE,AIS,Owned by City,1/16/70,0,28,28,NEAR WEST SIDE,PD 30,3/14/24,41.8655537,-87.6784969,"(41.86555367130352, -87.6784968812232)"
37241,16-15-224-027-0000,4342 W CONGRESS PKWY,CBB Round 1,Owned by City,1/21/70,0,28,26,WEST GARFIELD PARK,RT-4,5/8/24,41.8745034,-87.7345424,"(41.874503351561174, -87.73454235988689)"
34678,20-17-400-007-0000,1141 W 59TH ST,DPD - Large Lots,Owned by City,2/17/70,0,16,68,ENGLEWOOD,B3-1,5/8/24,41.7866366,-87.6538975,"(41.78663656304334, -87.65389750186503)"
12447,17-21-304-050-0000,1732 S DESPLAINES ST,None,Sold,2/17/70,2325,25,31,LOWER WEST SIDE,RT-4,3/14/24,41.858205,-87.6431473,"(41.85820503438046, -87.64314727466945)"
35434,17-19-100-004-0000,2347 W ROOSEVELT RD,None,Owned by City,2/17/70,0,28,28,NEAR WEST SIDE,C1-2,5/8/24,41.8662991,-87.6854356,"(41.86629906828747, -87.68543563224215)"
58657,16-13-107-043-0000,3120 W FIFTH AVE,CBB Round 1,Owned by City,2/17/70,0,28,27,EAST GARFIELD PARK,C1-3,5/8/24,41.8790132,-87.7045706,"(41.8790132292414, -87.70457060095664)"
10650,16-14-200-010-0000,3525 W MADISON ST,CBB Round 1,Owned by City,3/24/70,0,28,27,EAST GARFIELD PARK,B3-3,5/8/24,41.8804996,-87.7146086,"(41.88049961023971, -87.7146085999627)"
62927,20-17-400-008-0000,1139 W 59TH ST,None,Owned by City,4/2/70,0,16,68,ENGLEWOOD,B3-1,5/8/24,41.7866378,-87.6538095,"(41.7866377706522, -87.65380948682689)"
37058,20-09-316-033-0000,5330 S EMERALD AVE,CBB Round 1,Owned by City,4/2/70,3050,16,61,NEW CITY,RS-3,5/8/24,41.7970521,-87.6443537,"(41.79705207994587, -87.64435369883006)"
14179,16-23-124-022-0000,3840 W 16TH ST,None,Owned by City,4/2/70,0,24,29,NORTH LAWNDALE,POS-2,5/8/24,41.8591333,-87.7215209,"(41.85913327391367, -87.72152090960746)"
51212,16-22-215-024-0000,1310 S PULASKI RD,None,Owned by City,4/2/70,0,24,29,NORTH LAWNDALE,C1-2,5/8/24,41.8639422,-87.7254651,"(41.8639421865586, -87.72546505832516)"
10897,16-13-303-025-0000,2850 W FLOURNOY ST,None,Owned by City,4/2/70,0,28,27,EAST GARFIELD PARK,RT-4,5/8/24,41.8731207,-87.69809,"(41.87312067800927, -87.69808999260408)"
58941,16-14-228-021-0000,3260 W CONGRESS PKWY,CBB Round 1,Owned by City,4/2/70,0,28,27,EAST GARFIELD PARK,RM-5,5/8/24,41.8748321,-87.7083237,"(41.87483214678747, -87.70832369476328)"
66668,17-17-418-012-0000,1079 W POLK ST,None,Owned by City,4/6/70,0,34,28,NEAR WEST SIDE,RT-4,5/8/24,41.8715962,-87.6542162,"(41.87159622815233, -87.65421623269769)"
12543,17-18-103-022-0000,2034 W MONROE ST,None,Sold,4/6/70,4337,27,28,NEAR WEST SIDE,RM-5,3/14/24,41.8802212,-87.67802,"(41.880221159403774, -87.6780199793157)"
24504,21-32-102-001-0000,8233 S BURLEY AVE,None,Owned by City,4/28/70,0,7,46,SOUTH CHICAGO,RS-3,5/8/24,41.7456108,-87.5451471,"(41.745610803049736, -87.54514708781565)"
9242,16-11-408-062-0000,3308 W WALNUT ST,None,Owned by City,5/1/70,0,28,27,EAST GARFIELD PARK,RT-4,5/8/24,41.8856181,-87.7091117,"(41.88561811277113, -87.70911171368962)"
15024,20-02-400-011-0000,4337 S LAKE PARK AVE,DPD - Open Space,Owned by City,5/27/70,0,4,39,KENWOOD,B3-3,5/8/24,41.8160096,-87.5978289,"(41.81600963641272, -87.59782893525907)"
11314,16-13-319-006-0000,2845 W ARTHINGTON ST,None,Sold,6/4/70,3012,28,27,EAST GARFIELD PARK,RT-4,3/14/24,41.8698694,-87.6978191,"(41.86986941040182, -87.69781906127388)"
15464,17-34-306-035-0000,3660 S WABASH AVE,None,Sold,6/8/70,0,3,35,DOUGLAS,RM-5,3/14/24,41.8278397,-87.6253888,"(41.82783966303628, -87.62538882005849)"
58931,16-14-101-026-0000,24 S HAMLIN BLVD,None,Owned by City,7/2/70,0,28,26,WEST GARFIELD PARK,RM-5,5/8/24,41.8799761,-87.7211911,"(41.879976131734466, -87.7211910502416)"
10855,16-13-331-013-0000,1135 S MOZART ST,None,Owned by City,8/10/70,0,28,29,NORTH LAWNDALE,RT-4,5/8/24,41.8672317,-87.6967926,"(41.86723171035921, -87.69679262750626)"
58539,16-12-308-058-0000,3101 W FULTON BLVD,Chicago Park District,Owned by City,8/10/70,0,27,27,EAST GARFIELD PARK,POS-2,3/14/24,41.8861194,-87.704033,"(41.886119378960444, -87.70403296231474)"
62725,20-29-104-022-0000,1227 W 71ST ST,None,Owned by City,9/1/70,0,17,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7647772,-87.6552569,"(41.7647771973385, -87.65525689571092)"
23990,25-04-408-020-0000,9334 S LA SALLE ST,None,Owned by City,9/2/70,0,9,49,ROSELAND,RS-2,5/8/24,41.7241672,-87.6278666,"(41.72416720571951, -87.62786655459661)"
37791,20-26-308-026-0000,7618 S MARYLAND AVE,None,Owned by City,9/2/70,0,8,69,GREATER GRAND CROSSING,RS-3,5/8/24,41.7561036,-87.6044344,"(41.75610357781754, -87.60443441748161)"
18606,20-09-417-040-0000,5306 S WELLS ST,DPD - Planning,Owned by City,9/2/70,0,20,37,FULLER PARK,RS-3,5/8/24,41.7978642,-87.6322011,"(41.797864240740424, -87.63220108303699)"
63146,17-19-205-042-0000,1822 W 13TH ST,None,Owned by City,9/2/70,0,28,28,NEAR WEST SIDE,PD 30,5/8/24,41.8652571,-87.6722683,"(41.86525711938606, -87.67226827310049)"
17326,20-16-215-022-0000,5728 S STATE ST,None,Owned by City,9/3/70,0,20,40,WASHINGTON PARK,C1-2,5/8/24,41.7900416,-87.6257291,"(41.790041618680995, -87.62572911170322)"
35277,16-15-412-029-0000,4031 W FIFTH AVE,None,Owned by City,10/16/70,0,24,26,WEST GARFIELD PARK,RT-4,5/8/24,41.8724816,-87.7264862,"(41.87248161427432, -87.72648624048226)"
58445,16-22-219-034-0000,1444 S KEDVALE AVE,CBB Round 1,Owned by City,10/26/70,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8611034,-87.7290443,"(41.86110339593188, -87.72904425886513)"
63447,25-17-333-001-0000,1357 W 110TH PL,DPD - Large Lots,Owned by City,10/29/70,0,21,75,MORGAN PARK,RS-3,5/8/24,41.692831,-87.6568311,"(41.6928309998358, -87.6568311328927)"
58535,17-18-102-053-0000,2128 W MONROE ST,None,Owned by City,10/29/70,0,27,28,NEAR WEST SIDE,RM-5,5/8/24,41.8803566,-87.6802613,"(41.880356588091836, -87.68026131181335)"
61774,16-23-227-043-0000,1558 S SPAULDING AVE,DOH,Owned by City,12/4/70,0,24,29,NORTH LAWNDALE,B3-2,5/8/24,41.8591753,-87.7082488,"(41.85917525439187, -87.7082488289548)"
15896,17-35-101-106-0000,3872 S LAKE PARK AVE,None,Sold,1/20/71,0,4,36,OAKLAND,RM-5,3/14/24,41.8276475,-87.6060422,"(41.827647542096656, -87.6060421911847)"
13476,16-23-404-049-0000,1660 S CHRISTIANA AVE,None,Owned by City,1/20/71,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8572159,-87.709455,"(41.857215948192724, -87.70945496486691)"
15638,17-29-418-038-0000,2622 S GREEN ST,None,Sold,1/26/71,2326,11,60,BRIDGEPORT,RT-4,3/14/24,41.8445881,-87.6478129,"(41.84458814786943, -87.64781288887403)"
51276,16-14-403-042-0000,0 W FLOURNOY ST,None,Owned by City,6/30/71,0,24,25,AUSTIN,M1-2,3/14/24,41.8731933,-87.7039996,"(41.873193336803105, -87.7039996231494)"
10572,16-14-401-060-0000,4401 W HARRISON ST,None,Owned by City,6/30/71,0,28,26,WEST GARFIELD PARK,RT-4,5/8/24,41.8733363,-87.7111834,"(41.87333629155948, -87.71118336472135)"
51190,16-13-300-001-0000,1124 S KEDZIE AVE,AIS,Owned by City,6/30/71,0,24,29,NORTH LAWNDALE,PD 177,3/14/24,41.8734195,-87.7056921,"(41.87341947966731, -87.70569211146456)"
51079,16-13-300-045-0000,3155 W HARRISON ST,AIS,Owned by City,6/30/71,0,24,27,EAST GARFIELD PARK,C1-2,3/14/24,41.8734212,-87.7055058,"(41.87342122224415, -87.70550581111137)"
58362,16-13-300-009-0000,3111 W HARRISON ST,AIS,Owned by City,6/30/71,0,24,27,EAST GARFIELD PARK,C1-2,3/14/24,41.8734449,-87.7039885,"(41.87344485309809, -87.70398851806117)"
58363,16-13-300-010-0000,3103 W HARRISON ST,AIS,Owned by City,6/30/71,0,24,27,EAST GARFIELD PARK,C1-2,3/14/24,41.8734478,-87.7036656,"(41.87344777119691, -87.70366559615854)"
58364,16-13-300-033-0000,3131 W HARRISON ST,AIS,Owned by City,6/30/71,0,24,27,EAST GARFIELD PARK,C1-2,3/14/24,41.8734577,-87.704495,"(41.87345770417922, -87.70449497605786)"
58361,16-13-300-008-0000,3127 W HARRISON ST,AIS,Owned by City,6/30/71,0,24,27,EAST GARFIELD PARK,C1-2,3/14/24,41.8734597,-87.704265,"(41.87345968484261, -87.70426504641867)"
51009,16-13-300-032-0000,3149 W HARRISON ST,AIS,Owned by City,6/30/71,0,24,27,EAST GARFIELD PARK,C1-2,3/14/24,41.8734678,-87.7053234,"(41.87346782288759, -87.70532335609367)"
58360,16-13-300-005-0000,3143 W HARRISON ST,AIS,Owned by City,6/30/71,0,24,27,EAST GARFIELD PARK,C1-2,3/14/24,41.873471,-87.7049554,"(41.87347095470546, -87.70495543528736)"
51283,16-14-403-041-0000,3200 W HARRISON ST,AIS,Owned by City,6/30/71,0,24,27,EAST GARFIELD PARK,M1-3,3/14/24,41.8738518,-87.706348,"(41.87385179519299, -87.70634799425862)"
58357,16-13-129-046-0000,3158 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,C1-3,3/14/24,41.8738749,-87.7057552,"(41.873874941038366, -87.70575515674622)"
58358,16-13-129-048-0000,3156 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,C1-3,3/14/24,41.8738867,-87.7056637,"(41.87388668055838, -87.70566367835325)"
58543,16-13-129-025-0000,3154 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,C1-3,3/14/24,41.8739559,-87.7055749,"(41.87395591425617, -87.7055748914482)"
58359,16-13-129-049-0000,3150 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,C1-3,3/14/24,41.8739567,-87.705483,"(41.87395666579109, -87.70548295381695)"
58544,16-13-129-026-0000,3150 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,C1-3,3/14/24,41.8739567,-87.705483,"(41.87395666579109, -87.70548295381695)"
58545,16-13-129-027-0000,3148 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739575,-87.7053911,"(41.87395746506092, -87.70539105304078)"
58546,16-13-129-028-0000,3146 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739582,-87.7052991,"(41.87395823775568, -87.70529913765324)"
58547,16-13-129-029-0000,3142 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.873959,-87.7052072,"(41.87395901709512, -87.7052071944792)"
58548,16-13-129-030-0000,3140 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739598,-87.7051152,"(41.87395979804333, -87.70511524328666)"
58549,16-13-129-031-0000,3138 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739605,-87.7050233,"(41.873960548682, -87.70502332434)"
58550,16-13-129-032-0000,3134 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739613,-87.7049314,"(41.873961316030844, -87.70493141221671)"
58551,16-13-129-033-0000,3132 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739621,-87.7048395,"(41.87396210458125, -87.70483946571643)"
58552,16-13-129-034-0000,3130 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739629,-87.7047475,"(41.873962901750716, -87.70474751799483)"
58553,16-13-129-035-0000,3128 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739637,-87.7046556,"(41.87396367463134, -87.70465556851093)"
58352,16-13-129-036-0000,3124 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739645,-87.7045637,"(41.87396445940121, -87.70456365718134)"
58353,16-13-129-037-0000,3122 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739652,-87.7044717,"(41.87396523429364, -87.70447174466543)"
58354,16-13-129-041-0000,3110 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739688,-87.7040581,"(41.873968764489035, -87.70405805125972)"
58355,16-13-129-042-0000,3108 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739699,-87.7039201,"(41.873969935967786, -87.70392013038955)"
58356,16-13-129-043-0000,3104 W HARRISON ST,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,B3-3,3/14/24,41.8739707,-87.7038282,"(41.873970720287815, -87.70382818187541)"
51098,16-13-300-046-0000,414 S KEDZIE AVE,AIS,Owned by City,6/30/71,0,28,27,EAST GARFIELD PARK,C1-3,3/14/24,41.8753854,-87.706304,"(41.87538536382039, -87.70630397683658)"
51191,13-24-407-008-0000,2532 W BELMONT AVE,AIS,Owned by City,6/30/71,0,47,05,NORTH CENTER,POS-1,3/14/24,41.939733,-87.6892799,"(41.9397330334035, -87.68927986531105)"
51045,13-24-402-010-0000,3213 N WESTERN AVE,AIS,Owned by City,6/30/71,0,32,05,NORTH CENTER,C2-1,3/14/24,41.9403957,-87.6896087,"(41.94039565556493, -87.68960873323302)"
34195,16-12-109-018-0000,428 N TROY ST,None,Owned by City,7/29/71,0,27,23,HUMBOLDT PARK,RS-3,5/8/24,41.8891809,-87.7054846,"(41.88918089912368, -87.70548457346203)"
63142,17-34-321-006-0000,3823 S STATE ST,DPD - Real Estate,Owned by City,8/4/71,0,3,35,DOUGLAS,C1-3,5/8/24,41.8248005,-87.6260038,"(41.824800496563675, -87.6260037705669)"
58828,16-12-427-026-0000,2507 W WARREN BLVD,DPD - Planning,Owned by City,8/4/71,0,27,28,NEAR WEST SIDE,M1-1,5/8/24,41.8817986,-87.6888346,"(41.88179861439896, -87.68883456476297)"
15467,17-34-306-039-0000,3666 S WABASH AVE,None,Sold,8/6/71,0,3,35,DOUGLAS,RM-5,3/14/24,41.8276581,-87.6253028,"(41.82765809378383, -87.6253027984836)"
13734,16-23-412-021-0000,1840 S SPAULDING AVE,None,Owned by City,8/6/71,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8556568,-87.7081505,"(41.85565680064359, -87.70815048375084)"
51153,20-09-421-035-0000,5303 S LA SALLE ST,AIS,Owned by City,8/10/71,0,20,37,FULLER PARK,M1-2,3/14/24,41.7980212,-87.6300018,"(41.79802119892848, -87.63000181234965)"
15421,20-02-113-069-0000,4132 S ELLIS AVE,None,Sold,9/1/71,4500,4,36,OAKLAND,RM-5,3/14/24,41.8189495,-87.6026864,"(41.81894946449821, -87.60268638366361)"
58920,16-23-110-029-0000,1332 S INDEPENDENCE BLVD,DPD - Planning,Owned by City,9/1/71,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8634137,-87.7204999,"(41.8634136828937, -87.72049989240476)"
58499,16-13-109-046-0000,2813 W MONROE ST,None,Owned by City,9/1/71,0,27,27,EAST GARFIELD PARK,RT-4,5/8/24,41.879998,-87.696842,"(41.8799980448055, -87.69684197576966)"
58514,16-14-216-013-0000,3525 W FIFTH AVE,None,Owned by City,9/27/71,0,28,27,EAST GARFIELD PARK,B3-3,5/8/24,41.8759804,-87.7138805,"(41.875980410818215, -87.7138804924307)"
9691,16-14-216-016-0000,3515 W FIFTH AVE,None,Owned by City,9/27/71,0,28,27,EAST GARFIELD PARK,B3-3,5/8/24,41.8760264,-87.7135127,"(41.87602642093104, -87.71351265610112)"
9463,16-12-308-045-0000,3112 W WALNUT ST,None,Owned by City,9/30/71,0,27,27,EAST GARFIELD PARK,RT-4,5/8/24,41.8856964,-87.7043773,"(41.885696372993785, -87.704377315882)"
16920,20-16-415-004-0000,6107 S STEWART AVE,None,Owned by City,10/15/71,0,20,68,ENGLEWOOD,RS-3,5/8/24,41.7832215,-87.6347969,"(41.78322147015295, -87.63479691845968)"
58606,16-14-422-018-0000,3530 W GRENSHAW ST,None,Owned by City,10/28/71,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8675283,-87.7143229,"(41.86752832541011, -87.71432290036567)"
21362,20-23-100-016-0000,6350 S MARYLAND AVE,None,Owned by City,11/8/71,0,20,42,WOODLAWN,RM-5,5/8/24,41.7789522,-87.6049637,"(41.778952156482774, -87.60496371845377)"
61935,20-23-100-015-0000,6346 S MARYLAND AVE,None,Owned by City,11/8/71,0,20,42,WOODLAWN,RM-5,5/8/24,41.7790548,-87.604966,"(41.77905483489858, -87.60496600272113)"
61938,20-23-100-014-0000,6340 S MARYLAND AVE,None,Owned by City,11/8/71,0,20,42,WOODLAWN,RM-5,5/8/24,41.7791575,-87.6049684,"(41.77915751377768, -87.60496836036256)"
69555,20-22-423-032-0000,,None,Owned by City,11/8/71,,,,,,5/8/24,,,
34175,25-28-105-005-0000,515 W 119TH ST,DPD - Open Space,Owned by City,12/7/71,0,21,53,WEST PULLMAN,B2-3,5/8/24,41.6776471,-87.6353277,"(41.67764710620645, -87.63532769876457)"
62429,20-04-414-008-0000,4447 S STEWART AVE,None,Owned by City,1/4/72,0,3,37,FULLER PARK,RS-3,5/8/24,41.8131521,-87.6354351,"(41.813152083012085, -87.63543505774626)"
10173,16-22-110-013-0000,1439 S KENNETH AVE,None,Owned by City,1/4/72,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8612476,-87.7356855,"(41.86124761935646, -87.73568551732924)"
19824,21-31-408-041-0000,8419 S BAKER AVE,None,Owned by City,2/1/72,0,10,46,SOUTH CHICAGO,RT-4A,5/8/24,41.7418466,-87.5470864,"(41.741846596840745, -87.54708635924635)"
11358,16-13-319-027-0000,2842 W TAYLOR ST,None,Sold,2/1/72,3008,28,27,EAST GARFIELD PARK,C1-2,3/14/24,41.8694833,-87.6976319,"(41.86948325754075, -87.69763189906469)"
62665,20-09-328-003-0000,747 W 54TH PL,None,Owned by City,2/14/72,0,16,61,NEW CITY,B3-2,5/8/24,41.7949748,-87.6444807,"(41.79497478743262, -87.6444806823248)"
37706,26-08-102-027-0000,9810 S EWING AVE,None,Owned by City,2/24/72,0,10,52,EAST SIDE,RS-3,5/8/24,41.7173131,-87.5356475,"(41.71731314840987, -87.53564745703456)"
